From,To,edge
Patrick Joseph Leahy,Christopher A. Coons,1
Patrick Joseph Leahy,Kamala D. Harris,1
Patrick Joseph Leahy,Chris Van Hollen,1
Patrick Joseph Leahy,Christopher Murphy,1
Patrick Joseph Leahy,Benjamin L. Cardin,1
Patrick Joseph Leahy,Timothy Kaine,1
Patrick Joseph Leahy,Brian Schatz,1
Patrick Joseph Leahy,Patty Murray,1
Patrick Joseph Leahy,Ron Wyden,1
Patrick Joseph Leahy,Margaret Wood Hassan,1
Patrick Joseph Leahy,Tina Smith,1
Patrick Joseph Leahy,Mazie K. Hirono,1
Patrick Joseph Leahy,Martin Heinrich,1
Patrick Joseph Leahy,Michael F. Bennet,1
Patrick Joseph Leahy,Kirsten E. Gillibrand,1
Patrick Joseph Leahy,Amy Klobuchar,1
Patrick Joseph Leahy,Dianne Feinstein,1
Patrick Joseph Leahy,John F. Reed,1
Patrick Joseph Leahy,Maria Cantwell,1
Patrick Joseph Leahy,Thomas R. Carper,1
Patrick Joseph Leahy,Jacklyn Rosen,1
Mitt Romney,Marco Rubio,1
Mitt Romney,John R. Thune,1
Mitt Romney,Michael D. Crapo,1
Mitt Romney,Todd Young,1
Mitt Romney,John Cornyn,1
Mitt Romney,Ted Cruz,1
Mitt Romney,Josh Hawley,1
Mitt Romney,Deb Fischer,1
Mitt Romney,Marsha Blackburn,1
Mitt Romney,Cindy Hyde-Smith,1
Mitt Romney,Roy Blunt,1
Mitt Romney,Mike Braun,1
Mitt Romney,David Alfred Perdue,1
Mitt Romney,Pat Roberts,1
Mitt Romney,Michael B. Enzi,1
Mitt Romney,Tim Scott,1
Mitt Romney,Steve Daines,1
Mitt Romney,James Lankford,1
Mitt Romney,Ron Johnson,1
Mitt Romney,John Hoeven,1
Mitt Romney,Richard Craig Shelby,1
Mitt Romney,Rick Scott,1
Mitt Romney,John Boozman,1
Mitt Romney,Cory Gardner,1
Mitt Romney,Jim Inhofe,1
Mitt Romney,Ben Sasse,1
Mitt Romney,Pat Toomey,1
Mitt Romney,Lamar Alexander,1
Mitt Romney,Lindsey O. Graham,1
Mitt Romney,James E. Risch,1
Jim Inhofe,Marco Rubio,1
Jim Inhofe,John R. Thune,1
Jim Inhofe,Michael D. Crapo,1
Jim Inhofe,Tom Cotton,1
Jim Inhofe,Richard Burr,1
Jim Inhofe,John Cornyn,1
Jim Inhofe,Ted Cruz,1
Jim Inhofe,Josh Hawley,1
Jim Inhofe,Mike Rounds,1
Jim Inhofe,John Barrasso,1
Jim Inhofe,Deb Fischer,1
Jim Inhofe,Marsha Blackburn,1
Jim Inhofe,Cindy Hyde-Smith,1
Jim Inhofe,Roy Blunt,1
Jim Inhofe,Mike Braun,1
Jim Inhofe,Roger F. Wicker,1
Jim Inhofe,Dan Sullivan,1
Jim Inhofe,David Alfred Perdue,1
Jim Inhofe,Pat Roberts,1
Jim Inhofe,Michael B. Enzi,1
Jim Inhofe,Charles Ernest Grassley,1
Jim Inhofe,Tim Scott,1
Jim Inhofe,John Neely Kennedy,1
Jim Inhofe,Steve Daines,1
Jim Inhofe,James Lankford,1
Jim Inhofe,Joni Ernst,1
Jim Inhofe,Thomas Roland Tillis,1
Jim Inhofe,Shelley Moore Capito,1
Jim Inhofe,Ron Johnson,1
Jim Inhofe,Kevin Cramer,1
Jim Inhofe,John Hoeven,1
Jim Inhofe,Richard Craig Shelby,1
Jim Inhofe,Rick Scott,1
Jim Inhofe,John Boozman,1
Jim Inhofe,Bill Cassidy,1
Jim Inhofe,Mitt Romney,1
Jim Inhofe,Ben Sasse,1
Jim Inhofe,Jerry Moran,1
Jim Inhofe,Pat Toomey,1
Jim Inhofe,Lamar Alexander,1
Jim Inhofe,James E. Risch,1
Jim Inhofe,Johnny Isakson,1
Jim Inhofe,Kelly Loeffler,1
Dianne Feinstein,Jeff Merkley,1
Dianne Feinstein,Gary C. Peters,1
Dianne Feinstein,Elizabeth A. Warren,1
Dianne Feinstein,Sheldon Whitehouse,1
Dianne Feinstein,Tammy Baldwin,1
Dianne Feinstein,Angus King,1
Dianne Feinstein,Deborah Ann Stabenow,1
Dianne Feinstein,Tammy Duckworth,1
Dianne Feinstein,Richard J. Durbin,1
Dianne Feinstein,Cory A. Booker,1
Dianne Feinstein,Bernard Sanders,1
Dianne Feinstein,Edward J. Markey,1
Dianne Feinstein,Robert Menendez,1
Dianne Feinstein,Bob Casey,1
Dianne Feinstein,Sherrod Brown,1
Dianne Feinstein,Tom Udall,1
Dianne Feinstein,Charles E. Schumer,1
Dianne Feinstein,Catherine Cortez Masto,1
Dianne Feinstein,Richard Blumenthal,1
Dianne Feinstein,Jeanne Shaheen,1
Dianne Feinstein,Christopher A. Coons,1
Dianne Feinstein,Kamala D. Harris,1
Dianne Feinstein,Chris Van Hollen,1
Dianne Feinstein,Christopher Murphy,1
Dianne Feinstein,Mark R. Warner,1
Dianne Feinstein,Benjamin L. Cardin,1
Dianne Feinstein,Timothy Kaine,1
Dianne Feinstein,Brian Schatz,1
Dianne Feinstein,Patty Murray,1
Dianne Feinstein,Ron Wyden,1
Dianne Feinstein,Margaret Wood Hassan,1
Dianne Feinstein,Tina Smith,1
Dianne Feinstein,Mazie K. Hirono,1
Dianne Feinstein,Martin Heinrich,1
Dianne Feinstein,Michael F. Bennet,1
Dianne Feinstein,Kirsten E. Gillibrand,1
Dianne Feinstein,Amy Klobuchar,1
Dianne Feinstein,Patrick Joseph Leahy,1
Dianne Feinstein,John F. Reed,1
Dianne Feinstein,Maria Cantwell,1
Dianne Feinstein,Thomas R. Carper,1
Dianne Feinstein,Jacklyn Rosen,1
Ben Sasse,Marco Rubio,1
Ben Sasse,John R. Thune,1
Ben Sasse,Michael D. Crapo,1
Ben Sasse,Tom Cotton,1
Ben Sasse,John Cornyn,1
Ben Sasse,Ted Cruz,1
Ben Sasse,Josh Hawley,1
Ben Sasse,Mike Rounds,1
Ben Sasse,John Barrasso,1
Ben Sasse,Deb Fischer,1
Ben Sasse,Mike Lee,1
Ben Sasse,Marsha Blackburn,1
Ben Sasse,Cindy Hyde-Smith,1
Ben Sasse,Roy Blunt,1
Ben Sasse,Mike Braun,1
Ben Sasse,David Alfred Perdue,1
Ben Sasse,Michael B. Enzi,1
Ben Sasse,Tim Scott,1
Ben Sasse,John Neely Kennedy,1
Ben Sasse,Steve Daines,1
Ben Sasse,James Lankford,1
Ben Sasse,Joni Ernst,1
Ben Sasse,Kevin Cramer,1
Ben Sasse,Richard Craig Shelby,1
Ben Sasse,Rick Scott,1
Ben Sasse,Mitt Romney,1
Ben Sasse,Jim Inhofe,1
Ben Sasse,Jerry Moran,1
Ben Sasse,Pat Toomey,1
John F. Reed,Jeff Merkley,1
John F. Reed,Gary C. Peters,1
John F. Reed,Elizabeth A. Warren,1
John F. Reed,Sheldon Whitehouse,1
John F. Reed,Tammy Baldwin,1
John F. Reed,Angus King,1
John F. Reed,Deborah Ann Stabenow,1
John F. Reed,Tammy Duckworth,1
John F. Reed,Richard J. Durbin,1
John F. Reed,Cory A. Booker,1
John F. Reed,Bernard Sanders,1
John F. Reed,Edward J. Markey,1
John F. Reed,Robert Menendez,1
John F. Reed,Bob Casey,1
John F. Reed,Sherrod Brown,1
John F. Reed,Tom Udall,1
John F. Reed,Charles E. Schumer,1
John F. Reed,Catherine Cortez Masto,1
John F. Reed,Richard Blumenthal,1
John F. Reed,Jeanne Shaheen,1
John F. Reed,Christopher A. Coons,1
John F. Reed,Kamala D. Harris,1
John F. Reed,Chris Van Hollen,1
John F. Reed,Christopher Murphy,1
John F. Reed,Mark R. Warner,1
John F. Reed,Benjamin L. Cardin,1
John F. Reed,Timothy Kaine,1
John F. Reed,Brian Schatz,1
John F. Reed,Patty Murray,1
John F. Reed,Ron Wyden,1
John F. Reed,Margaret Wood Hassan,1
John F. Reed,Tina Smith,1
John F. Reed,Mazie K. Hirono,1
John F. Reed,Martin Heinrich,1
John F. Reed,Michael F. Bennet,1
John F. Reed,Kirsten E. Gillibrand,1
John F. Reed,Amy Klobuchar,1
John F. Reed,Patrick Joseph Leahy,1
John F. Reed,Dianne Feinstein,1
John F. Reed,Maria Cantwell,1
John F. Reed,Thomas R. Carper,1
John F. Reed,Jacklyn Rosen,1
Jerry Moran,John R. Thune,1
Jerry Moran,Michael D. Crapo,1
Jerry Moran,Josh Hawley,1
Jerry Moran,Mike Rounds,1
Jerry Moran,John Barrasso,1
Jerry Moran,Deb Fischer,1
Jerry Moran,Jon Tester,1
Jerry Moran,Marsha Blackburn,1
Jerry Moran,Cindy Hyde-Smith,1
Jerry Moran,Roy Blunt,1
Jerry Moran,Roger F. Wicker,1
Jerry Moran,Dan Sullivan,1
Jerry Moran,David Alfred Perdue,1
Jerry Moran,Pat Roberts,1
Jerry Moran,Michael B. Enzi,1
Jerry Moran,Tim Scott,1
Jerry Moran,Steve Daines,1
Jerry Moran,James Lankford,1
Jerry Moran,Joni Ernst,1
Jerry Moran,Thomas Roland Tillis,1
Jerry Moran,Shelley Moore Capito,1
Jerry Moran,Kevin Cramer,1
Jerry Moran,John Hoeven,1
Jerry Moran,Richard Craig Shelby,1
Jerry Moran,John Boozman,1
Jerry Moran,Bill Cassidy,1
Jerry Moran,Jim Inhofe,1
Jerry Moran,Ben Sasse,1
Jerry Moran,Pat Toomey,1
Jerry Moran,James E. Risch,1
Maria Cantwell,Jeff Merkley,1
Maria Cantwell,Gary C. Peters,1
Maria Cantwell,Elizabeth A. Warren,1
Maria Cantwell,Sheldon Whitehouse,1
Maria Cantwell,Tammy Baldwin,1
Maria Cantwell,Angus King,1
Maria Cantwell,Deborah Ann Stabenow,1
Maria Cantwell,Tammy Duckworth,1
Maria Cantwell,Richard J. Durbin,1
Maria Cantwell,Cory A. Booker,1
Maria Cantwell,Bernard Sanders,1
Maria Cantwell,Edward J. Markey,1
Maria Cantwell,Robert Menendez,1
Maria Cantwell,Bob Casey,1
Maria Cantwell,Sherrod Brown,1
Maria Cantwell,Tom Udall,1
Maria Cantwell,Charles E. Schumer,1
Maria Cantwell,Catherine Cortez Masto,1
Maria Cantwell,Richard Blumenthal,1
Maria Cantwell,Jeanne Shaheen,1
Maria Cantwell,Christopher A. Coons,1
Maria Cantwell,Kamala D. Harris,1
Maria Cantwell,Chris Van Hollen,1
Maria Cantwell,Christopher Murphy,1
Maria Cantwell,Mark R. Warner,1
Maria Cantwell,Benjamin L. Cardin,1
Maria Cantwell,Timothy Kaine,1
Maria Cantwell,Brian Schatz,1
Maria Cantwell,Patty Murray,1
Maria Cantwell,Ron Wyden,1
Maria Cantwell,Margaret Wood Hassan,1
Maria Cantwell,Tina Smith,1
Maria Cantwell,Mazie K. Hirono,1
Maria Cantwell,Martin Heinrich,1
Maria Cantwell,Michael F. Bennet,1
Maria Cantwell,Kirsten E. Gillibrand,1
Maria Cantwell,Amy Klobuchar,1
Maria Cantwell,Patrick Joseph Leahy,1
Maria Cantwell,Dianne Feinstein,1
Maria Cantwell,John F. Reed,1
Maria Cantwell,Thomas R. Carper,1
Maria Cantwell,Jacklyn Rosen,1
Rand Paul,Mike Lee,1
Thomas R. Carper,Jeff Merkley,1
Thomas R. Carper,Gary C. Peters,1
Thomas R. Carper,Elizabeth A. Warren,1
Thomas R. Carper,Sheldon Whitehouse,1
Thomas R. Carper,Tammy Baldwin,1
Thomas R. Carper,Angus King,1
Thomas R. Carper,Deborah Ann Stabenow,1
Thomas R. Carper,Tammy Duckworth,1
Thomas R. Carper,Richard J. Durbin,1
Thomas R. Carper,Cory A. Booker,1
Thomas R. Carper,Doug Jones,1
Thomas R. Carper,Bernard Sanders,1
Thomas R. Carper,Edward J. Markey,1
Thomas R. Carper,Robert Menendez,1
Thomas R. Carper,Bob Casey,1
Thomas R. Carper,Sherrod Brown,1
Thomas R. Carper,Tom Udall,1
Thomas R. Carper,Charles E. Schumer,1
Thomas R. Carper,Catherine Cortez Masto,1
Thomas R. Carper,Richard Blumenthal,1
Thomas R. Carper,Jeanne Shaheen,1
Thomas R. Carper,Christopher A. Coons,1
Thomas R. Carper,Kamala D. Harris,1
Thomas R. Carper,Chris Van Hollen,1
Thomas R. Carper,Christopher Murphy,1
Thomas R. Carper,Mark R. Warner,1
Thomas R. Carper,Benjamin L. Cardin,1
Thomas R. Carper,Timothy Kaine,1
Thomas R. Carper,Brian Schatz,1
Thomas R. Carper,Patty Murray,1
Thomas R. Carper,Ron Wyden,1
Thomas R. Carper,Margaret Wood Hassan,1
Thomas R. Carper,Tina Smith,1
Thomas R. Carper,Mazie K. Hirono,1
Thomas R. Carper,Martin Heinrich,1
Thomas R. Carper,Michael F. Bennet,1
Thomas R. Carper,Kirsten E. Gillibrand,1
Thomas R. Carper,Amy Klobuchar,1
Thomas R. Carper,Patrick Joseph Leahy,1
Thomas R. Carper,Dianne Feinstein,1
Thomas R. Carper,John F. Reed,1
Thomas R. Carper,Maria Cantwell,1
Thomas R. Carper,Jacklyn Rosen,1
Pat Toomey,Marco Rubio,1
Pat Toomey,John R. Thune,1
Pat Toomey,Michael D. Crapo,1
Pat Toomey,Tom Cotton,1
Pat Toomey,John Cornyn,1
Pat Toomey,Ted Cruz,1
Pat Toomey,Josh Hawley,1
Pat Toomey,Mike Rounds,1
Pat Toomey,John Barrasso,1
Pat Toomey,Deb Fischer,1
Pat Toomey,Marsha Blackburn,1
Pat Toomey,Cindy Hyde-Smith,1
Pat Toomey,Roy Blunt,1
Pat Toomey,Mike Braun,1
Pat Toomey,David Alfred Perdue,1
Pat Toomey,Pat Roberts,1
Pat Toomey,Michael B. Enzi,1
Pat Toomey,Tim Scott,1
Pat Toomey,Steve Daines,1
Pat Toomey,James Lankford,1
Pat Toomey,Thomas Roland Tillis,1
Pat Toomey,Shelley Moore Capito,1
Pat Toomey,Ron Johnson,1
Pat Toomey,Kevin Cramer,1
Pat Toomey,John Hoeven,1
Pat Toomey,Richard Craig Shelby,1
Pat Toomey,Rick Scott,1
Pat Toomey,John Boozman,1
Pat Toomey,Mitt Romney,1
Pat Toomey,Jim Inhofe,1
Pat Toomey,Ben Sasse,1
Pat Toomey,Jerry Moran,1
Pat Toomey,Lamar Alexander,1
Pat Toomey,James E. Risch,1
Lamar Alexander,Richard Burr,1
Lamar Alexander,John Barrasso,1
Lamar Alexander,Deb Fischer,1
Lamar Alexander,Marsha Blackburn,1
Lamar Alexander,Cindy Hyde-Smith,1
Lamar Alexander,Roy Blunt,1
Lamar Alexander,Roger F. Wicker,1
Lamar Alexander,David Alfred Perdue,1
Lamar Alexander,Pat Roberts,1
Lamar Alexander,Michael B. Enzi,1
Lamar Alexander,Steve Daines,1
Lamar Alexander,Joni Ernst,1
Lamar Alexander,Richard Craig Shelby,1
Lamar Alexander,John Boozman,1
Lamar Alexander,Mitt Romney,1
Lamar Alexander,Jim Inhofe,1
Lamar Alexander,Pat Toomey,1
Lamar Alexander,Johnny Isakson,1
Kyrsten Sinema,Gary C. Peters,1
Kyrsten Sinema,Angus King,1
Kyrsten Sinema,Joe Manchin,1
Kyrsten Sinema,Doug Jones,1
Kyrsten Sinema,Jon Tester,1
Kyrsten Sinema,Martha Mcsally,1
Kyrsten Sinema,Susan Margaret Collins,1
Kyrsten Sinema,Margaret Wood Hassan,1
Kyrsten Sinema,Shelley Moore Capito,1
Kyrsten Sinema,Kevin Cramer,1
Kyrsten Sinema,John Boozman,1
Kyrsten Sinema,Jacklyn Rosen,1
Jacklyn Rosen,Jeff Merkley,1
Jacklyn Rosen,Gary C. Peters,1
Jacklyn Rosen,Elizabeth A. Warren,1
Jacklyn Rosen,Sheldon Whitehouse,1
Jacklyn Rosen,Tammy Baldwin,1
Jacklyn Rosen,Angus King,1
Jacklyn Rosen,Deborah Ann Stabenow,1
Jacklyn Rosen,Tammy Duckworth,1
Jacklyn Rosen,Richard J. Durbin,1
Jacklyn Rosen,Cory A. Booker,1
Jacklyn Rosen,Doug Jones,1
Jacklyn Rosen,Bernard Sanders,1
Jacklyn Rosen,Edward J. Markey,1
Jacklyn Rosen,Robert Menendez,1
Jacklyn Rosen,Bob Casey,1
Jacklyn Rosen,Sherrod Brown,1
Jacklyn Rosen,Tom Udall,1
Jacklyn Rosen,Charles E. Schumer,1
Jacklyn Rosen,Catherine Cortez Masto,1
Jacklyn Rosen,Jon Tester,1
Jacklyn Rosen,Richard Blumenthal,1
Jacklyn Rosen,Jeanne Shaheen,1
Jacklyn Rosen,Christopher A. Coons,1
Jacklyn Rosen,Kamala D. Harris,1
Jacklyn Rosen,Chris Van Hollen,1
Jacklyn Rosen,Christopher Murphy,1
Jacklyn Rosen,Mark R. Warner,1
Jacklyn Rosen,Benjamin L. Cardin,1
Jacklyn Rosen,Timothy Kaine,1
Jacklyn Rosen,Brian Schatz,1
Jacklyn Rosen,Patty Murray,1
Jacklyn Rosen,Ron Wyden,1
Jacklyn Rosen,Margaret Wood Hassan,1
Jacklyn Rosen,Tina Smith,1
Jacklyn Rosen,Mazie K. Hirono,1
Jacklyn Rosen,Martin Heinrich,1
Jacklyn Rosen,Michael F. Bennet,1
Jacklyn Rosen,Kirsten E. Gillibrand,1
Jacklyn Rosen,Amy Klobuchar,1
Jacklyn Rosen,Patrick Joseph Leahy,1
Jacklyn Rosen,Dianne Feinstein,1
Jacklyn Rosen,John F. Reed,1
Jacklyn Rosen,Maria Cantwell,1
Jacklyn Rosen,Thomas R. Carper,1
Jacklyn Rosen,Kyrsten Sinema,1
Lindsey O. Graham,Tom Cotton,1
Lindsey O. Graham,Todd Young,1
Lindsey O. Graham,Cindy Hyde-Smith,1
Lindsey O. Graham,Roy Blunt,1
Lindsey O. Graham,David Alfred Perdue,1
Lindsey O. Graham,Pat Roberts,1
Lindsey O. Graham,Tim Scott,1
Lindsey O. Graham,John Neely Kennedy,1
Lindsey O. Graham,Thomas Roland Tillis,1
Lindsey O. Graham,Richard Craig Shelby,1
Lindsey O. Graham,John Boozman,1
Lindsey O. Graham,Mitt Romney,1
James E. Risch,Marco Rubio,1
James E. Risch,John R. Thune,1
James E. Risch,Michael D. Crapo,1
James E. Risch,Tom Cotton,1
James E. Risch,Richard Burr,1
James E. Risch,John Cornyn,1
James E. Risch,Ted Cruz,1
James E. Risch,Josh Hawley,1
James E. Risch,Mike Rounds,1
James E. Risch,John Barrasso,1
James E. Risch,Deb Fischer,1
James E. Risch,Marsha Blackburn,1
James E. Risch,Cindy Hyde-Smith,1
James E. Risch,Roy Blunt,1
James E. Risch,Mike Braun,1
James E. Risch,Roger F. Wicker,1
James E. Risch,David Alfred Perdue,1
James E. Risch,Pat Roberts,1
James E. Risch,Michael B. Enzi,1
James E. Risch,Tim Scott,1
James E. Risch,John Neely Kennedy,1
James E. Risch,Steve Daines,1
James E. Risch,James Lankford,1
James E. Risch,Joni Ernst,1
James E. Risch,Thomas Roland Tillis,1
James E. Risch,Shelley Moore Capito,1
James E. Risch,Ron Johnson,1
James E. Risch,Kevin Cramer,1
James E. Risch,John Hoeven,1
James E. Risch,Richard Craig Shelby,1
James E. Risch,John Boozman,1
James E. Risch,Cory Gardner,1
James E. Risch,Mitt Romney,1
James E. Risch,Jim Inhofe,1
James E. Risch,Jerry Moran,1
James E. Risch,Pat Toomey,1
James E. Risch,Johnny Isakson,1
Johnny Isakson,Marco Rubio,1
Johnny Isakson,John R. Thune,1
Johnny Isakson,Richard Burr,1
Johnny Isakson,John Barrasso,1
Johnny Isakson,Deb Fischer,1
Johnny Isakson,Cindy Hyde-Smith,1
Johnny Isakson,Roy Blunt,1
Johnny Isakson,Roger F. Wicker,1
Johnny Isakson,David Alfred Perdue,1
Johnny Isakson,Pat Roberts,1
Johnny Isakson,Shelley Moore Capito,1
Johnny Isakson,John Hoeven,1
Johnny Isakson,John Boozman,1
Johnny Isakson,Jim Inhofe,1
Johnny Isakson,Lamar Alexander,1
Johnny Isakson,James E. Risch,1
Kelly Loeffler,Tom Cotton,1
Kelly Loeffler,Ted Cruz,1
Kelly Loeffler,Mike Rounds,1
Kelly Loeffler,Marsha Blackburn,1
Kelly Loeffler,Cindy Hyde-Smith,1
Kelly Loeffler,Mike Braun,1
Kelly Loeffler,David Alfred Perdue,1
Kelly Loeffler,James Lankford,1
Kelly Loeffler,Joni Ernst,1
Kelly Loeffler,Thomas Roland Tillis,1
Kelly Loeffler,Kevin Cramer,1
Kelly Loeffler,Jim Inhofe,1
